mark	price	produced_year	imported_year	distance	motor_volume	color	type	hurd	hodolguur
Toyota Prius 30	23.9	2013	2023	225000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 20	11.5	2007	2015	160000 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	13.5	2007	2017	210000 км.	1.4 л	Цагаан шар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	19.0	2014	2020	1800 км.	0.5 л	Бусад	Суудлын тэрэг	Зөв	Бензин
Toyota Harrier	33.0	2008	2018	209000 км.	3.3 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Vellfire	49.8	2013	2023	181000 км.	2.4 л	Хар	Гэр бүлийн	Буруу	Хайбрид
Toyota Aqua	15.8	2014	2023	1420000 км.	1.5 л	Бусад	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	22.5	2013	2024	138000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	25.5	2014	2024	134000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Lexus HS	30.5	2010	2022	90000 км.	2.4 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Hyundai Sonata	16.5	2015	2020	120 км.	2.0 л	Хар	Суудлын тэрэг	Зөв	Газ
BMW 5-сери	108.0	2017	2021	100000 км.	2.0 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Camry	28.8	2012	2024	183551 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Subaru Forester	35.0	2013	2023	140000 км.	2.0 л	Хар	Жийп	Буруу	Бензин
Ford Everest	25.0	2012	2013	250000 км.	2.4 л	Шаргал	Жийп	Зөв	Дизель
Honda Civic	3.5	2001	2010	200000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Mercedes-Benz C-Class	42.9	2014	2024	56900 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Lexus RX	105.0	2016	2024	158000 км.	3.5 л	Цагаан шар	Жийп	Буруу	Хайбрид
Toyota Crown	36.0	2013	2019	180 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Mercedes-Benz E-Class	58.0	2013	2023	90000 км.	3.0 л	Хар	Суудлын тэрэг	Зөв	Бензин
Toyota Land Cruiser 105	48.0	2006	2006	200000 км.	4.5 л	Саарал	Жийп	Зөв	Бензин
Toyota Land Cruiser 300	219.0	2024	2024	0 км.	4.0 л	Цагаан шар	Жийп	Зөв	Бензин
Mercedes-Benz E-Class	40.0	2012	2022	89000 км.	3.5 л	Хар	Суудлын тэрэг	Зөв	Бензин
Toyota Aqua	14.5	2015	2020	0 км.	1.3 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Mitsubishi Delica	16.8	2008	2018	201000 км.	2.4 л	Шаргал	Гэр бүлийн	Буруу	Бензин
Lexus RX	57.0	2011	2023	190000 км.	3.5 л	Хар	Гэр бүлийн	Буруу	Бензин
Toyota RAV4	120.0	2021	2021	17000 км.	2.0 л	Шаргал	Жийп	Зөв	Бензин
Toyota Land Cruiser 200	105.0	2014	2014	130000 км.	4.5 л	Хар	Жийп	Зөв	Бензин
Toyota Land Cruiser 300	210.0	2023	2023	2000 км.	4.0 л	Хар	Жийп	Зөв	Бензин
Toyota Land Cruiser 200	115.0	2012	2013	140000 км.	4.5 л	Хар	Жийп	Зөв	Дизель
Toyota Prius 40	24.0	2013	2022	233000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	17.3	2011	2018	199 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	27.0	2013	2023	220000 км.	2.4 л	Хар	Гэр бүлийн	Буруу	Хайбрид
Toyota Prius 30	19.0	2010	2019	144 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Honda Insight	6.2	2009	2019	180000 км.	1.3 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Camry	27.0	2013	2021	200000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Land Rover Defender	380.0	2021	2022	33800 км.	3.0 л	Хар	Жийп	Зөв	Бензин
Toyota Land Cruiser 100	63.0	2006	2009	130000 км.	4.2 л	Цагаан шар	Жийп	Зөв	Дизель
Nissan X-Trail	33.0	2015	2021	9 км.	2.5 л	Хар	Жийп	Зөв	Бензин
Lexus LX	560.0	2023	2023	400 км.	3.5 л	Бусад	Жийп	Зөв	Бензин
Toyota Prius 30	17.5	2013	2020	190000 км.	1.8 л	Бусад	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	14.5	2009	2017	100000 км.	2.0 л	Шаргал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 40	29.5	2012	2024	97008 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Tacoma	155.0	2020	2023	61000 км.	3.5 л	Хар	Жийп	Зөв	Бензин
Toyota Prius 30	20.0	2010	2023	200 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Nissan Murano	10.0	2009	2012	10000 км.	3.5 л	Шаргал	Гэр бүлийн	Буруу	Бензин
Toyota Aqua	14.8	2012	2022	1800000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Hyundai Santa-Fe	13.0	2010	2014	240000 км.	2.2 л	Саарал	Гэр бүлийн	Зөв	Дизель
Toyota Prius 20	10.0	2004	2015	200 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Estima	26.5	2009	2023	250 км.	2.3 л	Саарал	Гэр бүлийн	Буруу	Хайбрид
Toyota Prius 30	26.5	2012	2024	160000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 20	13.5	2009	2015	165 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	22.3	2010	2024	160000 км.	1.7 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	28.0	2016	2021	224000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser 105	70.0	2005	2005	190000 км.	4.5 л	Саарал	Жийп	Зөв	Бензин
Toyota Prius 30	17.0	2011	2020	200000 км.	0.7 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Camry	24.0	2013	2018	185000 км.	2.4 л	Саарал	Суудлын тэрэг	Зөв	Бензин
Toyota Aqua	14.9	2016	2022	172189 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Vanguard	17.0	2009	2018	200000 км.	2.4 л	Шаргал	Жийп	Буруу	Бензин
Lexus RX	93.0	2016	2024	80 км.	2.0 л	Цагаан шар	Жийп	Буруу	Бензин
Lexus LX	300.0	2019	2021	20000 км.	5.7 л	Цагаан шар	Жийп	Зөв	Бензин
Toyota Prius 30	18.0	2011	2020	180000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Nissan X-Trail	32.0	2016	2022	161000 км.	1.6 л	Хар	Суудлын тэрэг	Буруу	Дизель
Toyota Alphard	105.0	2018	2023	130000 км.	2.5 л	Цагаан шар	Гэр бүлийн	Буруу	Хайбрид
Toyota Land Cruiser 200	195.0	2018	2018	90000 км.	4.6 л	Бор	Жийп	Зөв	Дизель
Lexus RX	72.0	2013	2020	140 км.	3.5 л	Бор	Жийп	Зөв	Бензин
Toyota Estima	4.5	2001	2015	20000 км.	2.4 л	Саарал	Гэр бүлийн	Буруу	Бензин
Toyota Land Cruiser 200	85.0	2011	2011	150000 км.	4.5 л	Хар	Жийп	Зөв	Дизель
Subaru Forester	33.0	2012	2022	148930 км.	2.0 л	Хар	Гэр бүлийн	Буруу	Бензин
Lexus RX	75.0	2015	2019	35000 км.	3.5 л	Саарал	Жийп	Зөв	Бензин
Toyota Prius 20	10.5	2010	2015	2500000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	28.5	2013	2024	191 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 20	13.5	2005	2019	150000 км.	1.5 л	Бусад	Суудлын тэрэг	Буруу	Хайбрид
Toyota Corolla	23.0	2014	2024	119000 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Subaru Impreza	33.0	2019	2024	57000 км.	1.9 л	Бусад	Суудлын тэрэг	Буруу	Бензин
Subaru Forester	33.0	2013	2023	140000 км.	2.0 л	Хар	Жийп	Буруу	Бензин
Toyota Camry	24.0	2013	2019	15 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Mercedes-Benz G-Class	120.0	2010	2012	140000 км.	5.5 л	Хар	Жийп	Зөв	Бензин
Toyota Harrier	62.0	2016	2023	155000 км.	2.5 л	Хар	Жийп	Буруу	Хайбрид
Toyota Harrier	21.0	2003	2013	170670 км.	2.4 л	Хар	Жийп	Буруу	Бензин
Toyota Alphard	24.0	2006	2022	180000 км.	2.6 л	Саарал	Гэр бүлийн	Буруу	Хайбрид
Lexus RX	108.0	2017	2023	82000 км.	3.5 л	Бор	Гэр бүлийн	Буруу	Хайбрид
Toyota Harrier	32.0	2010	2020	170 км.	2.4 л	Хар	Жийп	Буруу	Бензин
Toyota Land Cruiser Prado	65.0	2005	2022	112000 км.	3.4 л	Саарал	Жийп	Буруу	Бензин
Lexus Бусад	77.0	2020	2023	17000 км.	2.0 л	Бор	Жийп	Буруу	Хайбрид
Toyota Prius 30	18.3	2011	2020	200000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	18.2	2010	2021	200000 км.	1.8 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Subaru Forester	30.0	2017	2021	110000 км.	2.4 л	Хар	Жийп	Буруу	Бензин
Toyota Prius 30	18.0	2012	2021	300000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Allion	5.5	2003	2011	0 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 40	29.9	2012	2024	230000 км.	1.7 л	Саарал	Гэр бүлийн	Буруу	Хайбрид
Toyota Prius 40	36.8	2017	2024	200000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Бензин
Porsche 911	620.0	2022	2022	900 км.	3.0 л	Бор	Суудлын тэрэг	Зөв	Бензин
Toyota Prius 30	26.5	2013	2024	138000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 20	9.5	2004	2017	22000 км.	1.5 л	Хар	Гэр бүлийн	Буруу	Хайбрид
Toyota Fielder	17.0	2014	2020	260000 км.	1.5 л	Бор	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 40	36.0	2015	2023	189000 км.	1.8 л	Хар	Гэр бүлийн	Буруу	Хайбрид
Lexus NX	63.0	2015	2018	83000 км.	2.3 л	Бор	Жийп	Буруу	Хайбрид
Jaguar X-Type	65.0	2015	2022	120000 км.	2.0 л	Хар	Суудлын тэрэг	Зөв	Бензин
Toyota Prius 40	29.6	2012	2024	171000 км.	1.8 л	Саарал	Гэр бүлийн	Буруу	Хайбрид
Lexus NX	74.0	2015	2024	170000 км.	2.5 л	Бусад	Жийп	Буруу	Хайбрид
Toyota Sai	27.0	2010	2024	96000 км.	2.4 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Lexus HS	31.0	2009	2024	170000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 20	8.8	2003	2015	100000 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	27.0	2013	2023	130000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Hilux	54.0	2007	2023	190000 км.	2.7 л	Хар	Жийп	Буруу	Бензин
Toyota Prius 20	17.5	2007	2022	190000 км.	1.5 л	Бусад	Суудлын тэрэг	Буруу	Хайбрид
Toyota Rumion	12.5	2010	2018	1 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Allion	7.5	2004	2013	1400000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 40	20.0	2011	2017	200000 км.	1.8 л	Хар	Гэр бүлийн	Буруу	Бензин
Nissan Leaf	55.0	2019	2024	74000 км.	0.8 л	Хар	Суудлын тэрэг	Буруу	Цахилгаан
Toyota Camry	35.8	2011	2023	120000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	24.0	2012	2023	124000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	28.5	2012	2024	170000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	18.5	2012	2020	200 км.	1.8 л	Бусад	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	27.6	2014	2024	142583 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Lexus LX	245.0	2016	2016	112000 км.	5.7 л	Хар	Жийп	Зөв	Бензин
Toyota Prius 20	10.5	2005	2016	200000 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Land Cruiser 200	198.0	2018	2018	65000 км.	4.6 л	Бор	Жийп	Зөв	Дизель
Toyota Prius 30	13.3	2010	2016	170 км.	1.9 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Crown	100.0	2020	2024	20000 км.	2.5 л	Бор	Суудлын тэрэг	Буруу	Бензин
Nissan Juke	15.2	2012	2019	1 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Aqua	15.2	2015	2020	186922 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Mercedes-Benz G-Class	125.0	2011	2012	94000 км.	5.5 л	Хар	Жийп	Зөв	Бензин
Jeep Бусад	78.0	2019	2023	50000 км.	2.5 л	Хар	Жийп	Зөв	Бензин
Toyota Prius 40	32.0	2015	2023	134000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
BMW 6-сери	55.0	2010	2011	57000 км.	3.5 л	Хар	Жийп	Зөв	Бензин
Renault Бусад	36.0	2018	2018	50629 км.	1.6 л	Хар	Суудлын тэрэг	Зөв	Бензин
Lexus HS	25.5	2009	2021	195000 км.	2.3 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	29.0	2011	2024	131000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Hyundai Sonata	19.0	2014	2020	370000 км.	2.0 л	Хар	Суудлын тэрэг	Зөв	Газ
Toyota Aqua	21.5	2015	2024	150000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Nissan Wingroad	4.0	2003	2012	155 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Aqua	16.5	2014	2022	200000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 20	16.5	2004	2022	120000 км.	1.5 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Nissan Juke	15.0	2013	2019	100000 км.	1.5 л	Бор	Жийп	Буруу	Бензин
Toyota Prius 30	16.5	2011	2019	197000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	22.5	2014	2023	125000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Hilux	48.0	2008	2019	134049 км.	2.7 л	Хар	Жийп	Буруу	Бензин
Toyota Crown	27.0	2009	2022	21785 км.	3.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Mitsubishi Delica	14.5	1996	2006	200 км.	2.4 л	Саарал	Жийп	Буруу	Дизель
Lexus RX	64.9	2013	2024	160000 км.	3.5 л	Бор	Жийп	Буруу	Хайбрид
Toyota Aqua	19.8	2013	2023	110000 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Lexus HS	32.0	2009	2024	98000 км.	2.4 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Hyundai Starex	13.5	2003	2013	12 км.	2.5 л	Саарал	Гэр бүлийн	Зөв	Дизель
Toyota Camry	32.8	2012	2024	145 км.	2.4 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser Prado	95.0	2014	2015	50000 км.	2.7 л	Хар	Жийп	Буруу	Бензин
Toyota Crown	55.0	2014	2024	114900 км.	3.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser Prado	115.0	2015	2023	82 км.	4.0 л	Шаргал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	6.5	2004	2015	2000000 км.	1.5 л	Бусад	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	21.0	2014	2021	199000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	22.4	2011	2024	123000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Jeep Wrangler	138.0	2019	2023	63 км.	2.0 л	Хар	Жийп	Зөв	Бензин
Toyota Kluger	23.0	2007	2018	250000 км.	3.3 л	Хар	Гэр бүлийн	Буруу	Хайбрид
Mercedes-Benz GL-Class	195.0	2021	2021	11800 км.	2.0 л	Хар	Жийп	Зөв	Бензин
Toyota Aqua	11.0	2012	2017	240 км.	1.3 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Hyundai Grandeur	36.0	2017	2024	92000 км.	3.0 л	Хар	Суудлын тэрэг	Зөв	Газ
Lexus LX	53.0	2005	2011	166893 км.	4.7 л	Цагаан шар	Жийп	Зөв	Бензин
Toyota Hilux	45.0	2008	2018	2 км.	2.7 л	Саарал	Жийп	Буруу	Бензин
Hyundai Starex	31.0	2014	2023	124000 км.	2.5 л	Саарал	Гэр бүлийн	Зөв	Дизель
Toyota Land Cruiser 100	48.0	2007	2007	190000 км.	0.7 л	Шаргал	Суудлын тэрэг	Зөв	Бензин
Toyota Prius 30	16.5	2011	2019	103000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Land Cruiser 200	165.0	2018	2018	68000 км.	4.0 л	Цагаан шар	Жийп	Зөв	Бензин
Toyota Passo	13.5	2013	2022	100 км.	1.0 л	Бор	Суудлын тэрэг	Буруу	Бензин
Ford Explorer	85.0	2017	2023	64000 км.	2.3 л	Хар	Жийп	Зөв	Бензин
Mercedes-Benz CL-Class	14.0	2004	2014	120000 км.	2.0 л	Саарал	Суудлын тэрэг	Зөв	Бензин
Toyota Land Cruiser Prado	110.0	2017	2024	114000 км.	2.7 л	Хар	Жийп	Буруу	Бензин
Toyota Land Cruiser 300	215.0	2023	2023	1500 км.	4.0 л	Хар	Жийп	Зөв	Бензин
Toyota Prius 40	31.8	2012	2024	206333 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota C-HR	54.0	2017	2024	123700 км.	1.8 л	Бор	Суудлын тэрэг	Буруу	Хайбрид
Nissan Juke	14.5	2012	2019	149 км.	1.5 л	Бор	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 40	30.5	2012	2024	100000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Voxy	34.5	2015	2024	179000 км.	1.8 л	Хар	Гэр бүлийн	Буруу	Хайбрид
Toyota Prius 55	35.0	2016	2024	130000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Camry	39.0	2015	2024	1160000 км.	2.4 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Crown	51.0	2016	2022	195000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	22.5	2010	2024	150000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Vanguard	16.5	2008	2015	170000 км.	2.4 л	Саарал	Жийп	Буруу	Бензин
Toyota Harrier	23.0	2005	2015	238000 км.	2.4 л	Саарал	Жийп	Буруу	Бензин
Toyota Prius 40	23.0	2014	2020	200000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Mitsubishi Delica	18.0	2007	2014	197000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Alphard	36.8	2012	2022	149000 км.	3.5 л	Шаргал	Гэр бүлийн	Буруу	Хайбрид
Toyota Prius 30	22.5	2010	2022	160000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Camry	15.5	2009	2018	130000 км.	2.4 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Camry	34.5	2014	2024	73000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
